,swear_word,language,script
2715,shitt%d,english,latin
2716,$hitted,english,latin
2717,s h i t t % d!,english,latin
2718,shitt%r,english,latin
2719,$hiitter,english,latin
2720,s h i * t e r,english,latin
2721,sh!tter<,english,latin
2722,shitt%rs,english,latin
2723,s#i*t%rs,english,latin
2724,$hitters{,english,latin
2725,shitt%rs$,english,latin
2726,s h i t t e r s|,english,latin
2727,s # ! * t i n g,english,latin
2728,s h i t t i n g,english,latin
2729,$ h i t t i n g,english,latin
2730,s h ! * t ii n g s,english,latin
2731,s h ! * t i n g s,english,latin
2732,$hi*tings],english,latin
2733,s#ittings,english,latin
2734,s h i * t i n g s|,english,latin
2735,s h i t t y,english,latin
2736,s  # i t t y,english,latin
2737,s #  i t t y^,english,latin
2738,$hi*ty,english,latin
2739,shi*ty,english,latin
2740,s k a n k,english,latin
2741,skkank,english,latin
2742,skank[,english,latin
2743,s k @ n k>,english,latin
2744,sslut,english,latin
2745,s l u t#,english,latin
2746,s l u t,english,latin
2747,slu*,english,latin
2748,ss l u t s),english,latin
2749,slutts,english,latin
2750,s l  _ t s;,english,latin
2751,s m e g m a,english,latin
2752,$ m e g m a&,english,latin
2753,sm%%gma;,english,latin
2754,ssmut,english,latin
2755,sm_t,english,latin
2756,s m u t,english,latin
2757,$muut,english,latin
2758,$ n a * c hh[,english,latin
2759,s n a t c #,english,latin
2760,s n a t c h,english,latin
2761,"s n a t , h",english,latin
2762,$on-of-a-bitch,english,latin
2763,$ o n - o f - a - b i t c h,english,latin
2764,"s p a ,",english,latin
2765,$ p a c,english,latin
2766,sp@c,english,latin
2767,s p a cc&,english,latin
2768,s p  u n k,english,latin
2769,s p u n k,english,latin
2770,sp_nk#,english,latin
2771,ssp_nk(,english,latin
2772,s p u n ;,english,latin
2773,suar ;! aulad?,hindi,latin
2774,suar ;i aulad,hindi,latin
2775,s u a r   k i   a u l a d,hindi,latin
2776,suuar ki aulad,hindi,latin
2777,s u @ r   ; i   a u l a d,hindi,latin
2778,$ u a r   k i   z a *,hindi,latin
2779,su@r k! zat*,hindi,latin
2780,s_ar ;i zat,hindi,latin
2781,suar  ki zat,hindi,latin
2782,t 1 t t 1 e 5,english,latin
2783,t1tt1e5:,english,latin
2784,t1tt1ee5,english,latin
2785,t1tti%%s,english,latin
2786,t 1 t t i e s,english,latin
2787,t 1 t t i e s;,english,latin
2788,t 1 t t ! e s,english,latin
2789,t1ttie$<,english,latin
2790,* a ;  k e,hindi,latin
2791,t a ; k e^,hindi,latin
2792,takke?,hindi,latin
2793,t  @ k k e,hindi,latin
2794,t a t t %,hindi,latin
2795,t  a t t e<,hindi,latin
2796,t a t t e,hindi,latin
2797,tatt!.,hindi,latin
2798,taatt!,hindi,latin
2799,t a t  t i,hindi,latin
2800,tatti<,hindi,latin
2801,* e e t s,english,latin
2802,t e e tt s,english,latin
2803,t e e t s},english,latin
2804,t e e t  $,english,latin
2805,t e e  z,english,latin
2806,t % e z,english,latin
2807,*eez,english,latin
2808,t % s t i c a l,english,latin
2809,te$tic@@l,english,latin
2810,"testi,al%",english,latin
2811,teestical,english,latin
2812,t%stical,english,latin
2813,t e s t i c l e,english,latin
2814,*e$ticle,english,latin
2815,t e $ t ii c l e,english,latin
2816,"testi,le",english,latin
2817,testiccle,english,latin
2818,t ii t,english,latin
2819,tit#,english,latin
2820,* i t f u c k,english,latin
2821,t i t f u  c ;,english,latin
2822,titfuc;@,english,latin
2823,t i t f u c k,english,latin
2824,t i t s,english,latin
2825,*its,english,latin
2826,* i t s:,english,latin
2827,* i t t,english,latin
2828,*ittt,english,latin
2829,titt>,english,latin
2830,*i*t[,english,latin
2831,t!tt,english,latin
2832,t i t t i e 5,english,latin
2833,tittiie5,english,latin
2834,* i t t i % 5,english,latin
2835,t i t  t i % 5,english,latin
2836,*ittti%fucker,english,latin
2837,* i t t i e f u c k e r!,english,latin
2838,t i t t i e f _ c ; e r],english,latin
2839,t!ttie$#,english,latin
2840,** i t t i e s,english,latin
2841,t ! t t i e s,english,latin
2842,* i t t i e s,english,latin
2843,*itties,english,latin
2844,t ! t t y ^ u c k,english,latin
2845,t i t t y f _ c k,english,latin
2846,* i t t y f u c k,english,latin
2847,"t!ttyfu,k)",english,latin
2848,tittyfuck=,english,latin
2849,* i t t y w a n k,english,latin
2850,tittyw@nk,english,latin
2851,t!ttywan;,english,latin
2852,tittywan;,english,latin
2853,t ! t w a n ;),english,latin
2854,t i t w a n k,english,latin
2855,tt i t w a n k#,english,latin
2856,t o s s e r,english,latin
2857,toss%r|,english,latin
2858,to$ser,english,latin
2859,t o  s s e r,english,latin
2860,t o s s  e r!,english,latin
2861,turd{,english,latin
2862,t u r d,english,latin
2863,t_rd,english,latin
2864,t w 4  t,english,latin
2865,*w44t+,english,latin
2866,*wat<,english,latin
2867,twat?,english,latin
2868,tw@t,english,latin
2869,*wat,english,latin
2870,* w @ t,english,latin
2871,t w a t h e a d,english,latin
2872,twathead-,english,latin
2873,t w a t h e a d},english,latin
2874,twat#%ad(,english,latin
2875,twath%ad,english,latin
2876,*watty,english,latin
2877,twatty?,english,latin
2878,*watty(,english,latin
2879,t w a t t y,english,latin
2880,tw_nt,english,latin
2881,*wwunt,english,latin
2882,*wunt,english,latin
2883,* w u n t,english,latin
2884,twuunter,english,latin
2885,t w u n t e r,english,latin
2886,ullu  ;i aulad,hindi,latin
2887,ullu ;i  aulad,hindi,latin
2888,u l l u   k !   a u l a d,hindi,latin
2889,ullu ki aulad-,hindi,latin
2890,_llu ki aulad,hindi,latin
2891,ullu k! zat,hindi,latin
2892,_llu ki zat,hindi,latin
2893,_llu ki zat],hindi,latin
2894,u l l u   k i   z a t,hindi,latin
2895,v 1 4 g r a,english,latin
2896,v14gra@,english,latin
2897,v 1 g r a;,english,latin
2898,v 1 g r a,english,latin
2899,v 1 g r  a{,english,latin
2900,v 1 g r aa&,english,latin
2901,v a g i n a+,english,latin
2902,vagina*,english,latin
2903,v a g i n a,english,latin
2904,v a g ! n a,english,latin
2905,v i a g r a$,english,latin
2906,v ! a g r a],english,latin
2907,viagra@,english,latin
2908,v_lva,english,latin
2909,v u l v @,english,latin
2910,v u l v a$,english,latin
2911,v u l v a(,english,latin
2912,w00$e,english,latin
2913,w 0 0 s e,english,latin
2914,ww00se+,english,latin
2915,w 0 0 $ e,english,latin
2916,wang%,english,latin
2917,waang,english,latin
2918,w a n g,english,latin
2919,w a n k{,english,latin
2920,wan;<,english,latin
2921,w a n k-,english,latin
2922,w @ n k:,english,latin
2923,wan;,english,latin
2924,w@nkker,english,latin
2925,wwanker,english,latin
2926,wankker,english,latin
2927,w@nky|,english,latin
2928,w a n k y,english,latin
2929,w a n ;; y,english,latin
2930,wh(ar,english,latin
2931,w h o a r,english,latin
2932,ww h ( a r>,english,latin
2933,w h o r e,english,latin
2934,w # ( r %,english,latin
2935,willi%s,english,latin
2936,w!lllies{,english,latin
2937,willie$,english,latin
2938,w ii l l i e $,english,latin
2939,willy$,english,latin
2940,ww i l l y},english,latin
2941,w i l l y,english,latin
2942,xr@ted,english,latin
2943,xrated>,english,latin
2944,x r a t e d,english,latin
2945,xrated[,english,latin
2946,x r a t e d$,english,latin
2947,x x x,english,latin
2948,कुत्ते की ज़ात,hindi,devanagari
2949,सूअर की औलाद,hindi,devanagari
2950,सूअर की ज़ात,hindi,devanagari
2951,गधे की औलाद,hindi,devanagari
2952,गधे की ज़ात,hindi,devanagari
2953,बंदर की औलाद,hindi,devanagari
2954,बंदर की ज़ात,hindi,devanagari
2955,भैंस की औलाद,hindi,devanagari
2956,भैंस की ज़ात,hindi,devanagari
2957,उल्लू की औलाद,hindi,devanagari
2958,उल्लू की ज़ात,hindi,devanagari
2959,लोमड़ी की औलाद,hindi,devanagari
2960,लोमड़ी की ज़ात,hindi,devanagari
2961,भेड़ की औलाद,hindi,devanagari
2962,भेड़ की ज़ात,hindi,devanagari
2963,बकरी की औलाद,hindi,devanagari
2964,बकरी की ज़ात,hindi,devanagari
2965,बिल्ली की औलाद,hindi,devanagari
2966,बिल्ली की ज़ात,hindi,devanagari
2967,मेंढक की औलाद,hindi,devanagari
2968,मेंढक की ज़ात,hindi,devanagari
2969,बदीर,hindi,devanagari
2970,बदीरचंद,hindi,devanagari
2971,बकलैंड,hindi,devanagari
2972,बकलंड,hindi,devanagari
2973,भंडवा,hindi,devanagari
2974,भड़वा,hindi,devanagari
2975,चिनाल,hindi,devanagari
2976,छनाल,hindi,devanagari
2977,चूतिया,hindi,devanagari
2978,चुतिया,hindi,devanagari
2979,घसटी,hindi,devanagari
2980,घसति,hindi,devanagari
2981,घसड़,hindi,devanagari
2982,घस्सड़,hindi,devanagari
2983,हरामी,hindi,devanagari
2984,हरामज़ादा,hindi,devanagari
2985,हरामजादा,hindi,devanagari
2986,हिजड़ा,hindi,devanagari
2987,टट्टी,hindi,devanagari
2988,चोद,hindi,devanagari
2989,लंड,hindi,devanagari
2990,लोडे,hindi,devanagari
2991,टक्के,hindi,devanagari
2992,छक्का,hindi,devanagari
2993,टट्टे,hindi,devanagari
2994,रांड,hindi,devanagari
2995,रंढवा,hindi,devanagari
2996,जिगोलो,hindi,devanagari
2997,रंडी,hindi,devanagari
2998,चूत,hindi,devanagari
2999,बंड,hindi,devanagari
3000,गांडू,hindi,devanagari
3001,गांडी,hindi,devanagari
3002,भोसड़ी वाला,hindi,devanagari
3003,भोंसड़ी वाला,hindi,devanagari
3004,भोसरी वाला,hindi,devanagari
3005,बूबले,hindi,devanagari
3006,चुची,hindi,devanagari
3007,चूचे,hindi,devanagari
3008,चूचियां,hindi,devanagari
3009,चूत मार के,hindi,devanagari
3010,लंड मार के,hindi,devanagari
3011,गांड मारी के,hindi,devanagari
3012,चोदू,hindi,devanagari
3013,लौड़ा,hindi,devanagari
3014,लौंडा,hindi,devanagari
3015,लोडा,hindi,devanagari
3016,मुठ मारना,hindi,devanagari
3017,मुठी,hindi,devanagari
3018,मुठल,hindi,devanagari
3019,बाबले,hindi,devanagari
3020,बुर,hindi,devanagari
3021,चोदना,hindi,devanagari
3022,चुदना,hindi,devanagari
3023,चुद,hindi,devanagari
3024,भड़वे,hindi,devanagari
3025,भड़वों,hindi,devanagari
3026,भड़वी,hindi,devanagari
3027,भड़वापंती,hindi,devanagari
3028,चोदेला,hindi,devanagari
3029,मारना,hindi,devanagari
3030,मारनी,hindi,devanagari
3031,मारने,hindi,devanagari
3032,गांडफटू,hindi,devanagari
3033,गांडफटी,hindi,devanagari
3034,गांडफटा,hindi,devanagari
3035,गांडफटों,hindi,devanagari
3036,गांडमस्ती,hindi,devanagari
3037,गांड मारना,hindi,devanagari
3038,गांड मारू,hindi,devanagari
3039,गांड मारी,hindi,devanagari
3040,गांड माराना,hindi,devanagari
3041,झाँट,hindi,devanagari
3042,गांड फटू,hindi,devanagari
3043,गांड फटी,hindi,devanagari
3044,गांड फटा,hindi,devanagari
3045,गांड फटों,hindi,devanagari
3046,गांड मस्ती,hindi,devanagari
3047,गांडमरना,hindi,devanagari
3048,गांडमरू,hindi,devanagari
3049,गांडमराना,hindi,devanagari
3050,गांडमारी,hindi,devanagari
3051,रंडीबाज़ार,hindi,devanagari
3052,चोदो,hindi,devanagari
3053,चोदी,hindi,devanagari
3054,चोदने,hindi,devanagari
3055,चोदवा,hindi,devanagari
3056,चुदो,hindi,devanagari
3057,चुदी,hindi,devanagari
3058,चुदने,hindi,devanagari
3059,चुदवा,hindi,devanagari
3060,चोदाई,hindi,devanagari
3061,चुदा,hindi,devanagari
3062,चुदाई,hindi,devanagari
3063,चुदवाना,hindi,devanagari
3064,हरामिया,hindi,devanagari
3065,हरामज़ादी,hindi,devanagari
3066,हरामख़ोर,hindi,devanagari
3067,कमीना,hindi,devanagari
3068,कमीनी,hindi,devanagari
3069,भोसड़ी,hindi,devanagari
3070,भोसड़ीके,hindi,devanagari
3071,भंडी,hindi,devanagari
3072,रांडवा,hindi,devanagari
3073,रांडिबाजार,hindi,devanagari
3074,हिजरा,hindi,devanagari
3075,हिजड़े,hindi,devanagari
3076,गंडू,hindi,devanagari
3077,लवड़ा,hindi,devanagari
3078,लंडवा,hindi,devanagari
3079,चूतमार,hindi,devanagari
3080,चूतियापा,hindi,devanagari
3081,कु‍त्ते की ज़ा त,hindi,devanagari
3082,कु‍त्ते कीी ज़ात,hindi,devanagari
3083,कुत्ते की  ज़ाात,hindi,devanagari
3084,सूअर की  औलाद।,hindi,devanagari
3085,सूअर कीी ज़ात,hindi,devanagari
3086,सूअर की ज़ाात।,hindi,devanagari
3087,सूअर की ज़ ात,hindi,devanagari
3088,गधे  की औलाद,hindi,devanagari
3089,गधे की  औलाद,hindi,devanagari
3090,गधे की ज़ात।,hindi,devanagari
3091,बंदर की औलााद,hindi,devanagari
3092,बं‍दर की  औलााद,hindi,devanagari
3093,बंदर कीी औलाद,hindi,devanagari
3094,बं‍दर की ज़ात,hindi,devanagari
3095,बंदर कीी ज़ात,hindi,devanagari
3096,बंदर की ज़ात।,hindi,devanagari
3097,भैंस कीी औलाद!,hindi,devanagari
3098,भैंस  की औलाद।,hindi,devanagari
3099,भैंस की ज़ ात,hindi,devanagari
3100,भैंस  की ज़ात,hindi,devanagari
3101,उल्ल ूू की औलाद,hindi,devanagari
3102,उल ्लू की औलाद,hindi,devanagari
3103,उल्लू की औलाद!,hindi,devanagari
3104,उल्ल ूू की ज़ात,hindi,devanagari
3105,उल्लू कीी ज़ात,hindi,devanagari
3106,उल्ल ू की ज़ात,hindi,devanagari
3107,लो‍ोमड़ी की औलाद,hindi,devanagari
3108,लोोमड ़ी की औलाद,hindi,devanagari
3109,लोमड़ी की  ज़ात!,hindi,devanagari
3110,लोमड़ी क ीी ज़ात,hindi,devanagari
3111,भे‍ड़ की औलाद,hindi,devanagari
3112,भे ड़ की औलाद,hindi,devanagari
3113,भे‍ेड़ की ज़ात,hindi,devanagari
3114,भेड़ की ज़ाात,hindi,devanagari
3115,भे‍ड़ कीी  ज़ात,hindi,devanagari
3116,बकरी की औ लाद!,hindi,devanagari
3117,बक‍री  की ज़ात।,hindi,devanagari
3118,बकरी की ज़ा त,hindi,devanagari
3119,बकरी की ज़ाात,hindi,devanagari
3120,बि‍ल्ली की औ लाद,hindi,devanagari
3121,बिल्ली कीी औलाद?,hindi,devanagari
3122,बि‍ल्ली कीी ज़ात,hindi,devanagari
3123,बिल्ली की  ज़ाात!,hindi,devanagari
3124,बिल्लीी की ज़ात!,hindi,devanagari
3125,मेंढक कीी औलाद,hindi,devanagari
3126,मेंढक की औ लाद?,hindi,devanagari
3127,मेंंढक की  औलाद,hindi,devanagari
3128,मे‍ंढक की ज़ात,hindi,devanagari
3129,बद ीीर,hindi,devanagari
3130,बदी र,hindi,devanagari
3131,बद ीरचंद,hindi,devanagari
3132,बद ीरचंंद,hindi,devanagari
3133,बक‍लैंड,hindi,devanagari
3134,बकलैं ड,hindi,devanagari
3135,ब कलंड,hindi,devanagari
3136,बक‍लंंड।,hindi,devanagari
3137,भंंडव ा,hindi,devanagari
3138,भंडव ा,hindi,devanagari
3139,भं डवा।,hindi,devanagari
3140,भ ड़वा,hindi,devanagari
3141,भड़वाा,hindi,devanagari
3142,चिनााल,hindi,devanagari
3143,चि‍ नाल,hindi,devanagari
3144,छनााल,hindi,devanagari
3145,चूतिया।,hindi,devanagari
3146,चू‍तियाा,hindi,devanagari
3147,चूतियाा,hindi,devanagari
3148,चु‍त िया,hindi,devanagari
3149,चुति या,hindi,devanagari
3150,चु तििया,hindi,devanagari
3151,घ सटी,hindi,devanagari
3152,घस‍टीी,hindi,devanagari
3153,घस‍ तिि,hindi,devanagari
3154,घसत िि।,hindi,devanagari
3155,घसतिि,hindi,devanagari
3156,घस‍ड़।,hindi,devanagari
3157,घ सड़,hindi,devanagari
3158,हर‍ामी,hindi,devanagari
3159,हरा मी,hindi,devanagari
3160,हराम ज़ादाा,hindi,devanagari
3161,हर‍ा मज़ादा,hindi,devanagari
3162,हराामज़ादा,hindi,devanagari
3163,हराामजादा,hindi,devanagari
3164,हर‍ामजादा,hindi,devanagari
3165,हििजड ़ा,hindi,devanagari
3166,ह ििजड़ा!,hindi,devanagari
3167,हि जड़ा,hindi,devanagari
3168,ह िजड़ा,hindi,devanagari
3169,टट् टीी,hindi,devanagari
3170,ट ट्टीी!,hindi,devanagari
3171,टट‍ ्टीी,hindi,devanagari
3172,चो द,hindi,devanagari
3173,चो‍ द!,hindi,devanagari
3174,ल ंड।,hindi,devanagari
3175,लो‍ डेे,hindi,devanagari
3176,लोडे!,hindi,devanagari
3177,लो‍ड े,hindi,devanagari
3178,टक‍् के,hindi,devanagari
3179,टक्क ेे,hindi,devanagari
3180,टक‍्केे,hindi,devanagari
3181,छक‍्का,hindi,devanagari
3182,छ ‍क्का,hindi,devanagari
3183,हििजड़ा,hindi,devanagari
3184,हि‍जड़ा,hindi,devanagari
3185,हि‍िजड़ा,hindi,devanagari
3186,टट्टेे,hindi,devanagari
3187,र ांड।,hindi,devanagari
3188,र ाांड,hindi,devanagari
3189,रं‍ढवा?,hindi,devanagari
3190,रं‍ढवा,hindi,devanagari
3191,र ंढवाा,hindi,devanagari
3192,जि‍गोलो।,hindi,devanagari
3193,जिगोलो?,hindi,devanagari
3194,र ंडी,hindi,devanagari
3195,रंड ी,hindi,devanagari
3196,रं‍डी,hindi,devanagari
3197,लंं ड,hindi,devanagari
3198,लं‍ ड,hindi,devanagari
3199,चू‍ त,hindi,devanagari
3200,चू‍त,hindi,devanagari
3201,चू‍त?,hindi,devanagari
3202,बं ड,hindi,devanagari
3203,ब ंड,hindi,devanagari
3204,गाां डू,hindi,devanagari
3205,गा‍ंं डू।,hindi,devanagari
3206,ग ांडी,hindi,devanagari
3207,गांड ी,hindi,devanagari
3208,भोसड़ीी वाला,hindi,devanagari
3209,भो सड़ी वाला,hindi,devanagari
3210,भो‍सड़ी वाल ा,hindi,devanagari
3211,भो‍ंस ड़ी वााला!,hindi,devanagari
3212,भोंसड़ी  वाला,hindi,devanagari
3213,भोंसड ़ी वाला,hindi,devanagari
3214,भो‍स री वाला,hindi,devanagari
3215,भो‍ोसरी वाला!,hindi,devanagari
3216,भोसरी वा लाा,hindi,devanagari
3217,बू‍बलेे!,hindi,devanagari
3218,बू बले।,hindi,devanagari
3219,बूूबले,hindi,devanagari
3220,चुच ीी,hindi,devanagari
3221,चुचीी।,hindi,devanagari
3222,च ुची,hindi,devanagari
3223,चूचेे,hindi,devanagari
3224,चूच े,hindi,devanagari
3225,चू चे?,hindi,devanagari
3226,चूूचि यां,hindi,devanagari
3227,चू‍ चियांं।,hindi,devanagari
3228,चू‍चियां,hindi,devanagari
3229,चूत माार के,hindi,devanagari
3230,चूत  मार के,hindi,devanagari
3231,चू‍त मार केे,hindi,devanagari
3232,लंड माार के,hindi,devanagari
3233,लं‍ड  मार के,hindi,devanagari
3234,लंड म ार केे,hindi,devanagari
3235,गाांड मारी के,hindi,devanagari
3236,गांड मार ी के,hindi,devanagari
3237,चो दू,hindi,devanagari
3238,चोोदू,hindi,devanagari
3239,लौ‍ौड ़ा,hindi,devanagari
3240,लौौ ड़ा।,hindi,devanagari
3241,लौौड़ ा,hindi,devanagari
3242,लौं डा,hindi,devanagari
3243,लो‍डा,hindi,devanagari
3244,ल ोडा!,hindi,devanagari
3245,ल ‍ंंड,hindi,devanagari
3246,लं ड,hindi,devanagari
3247,ल ंंड,hindi,devanagari
3248,मुठ मारनाा,hindi,devanagari
3249,मुठ  मारना,hindi,devanagari
3250,मुुठी,hindi,devanagari
3251,म ुठी।,hindi,devanagari
3252,म ुठी,hindi,devanagari
3253,मु‍ुठल,hindi,devanagari
3254,म ‍ुुठल,hindi,devanagari
3255,मु‍ठ ल,hindi,devanagari
3256,बा‍बल े,hindi,devanagari
3257,बा‍ब लेे,hindi,devanagari
3258,बा बले,hindi,devanagari
3259,बुर?,hindi,devanagari
3260,बु‍र,hindi,devanagari
3261,चोदना।,hindi,devanagari
3262,च ‍ोदना,hindi,devanagari
3263,चोोद ना,hindi,devanagari
3264,चुु द,hindi,devanagari
3265,च ुद!,hindi,devanagari
3266,च ुद,hindi,devanagari
3267,बूबल े,hindi,devanagari
3268,बूबलेे,hindi,devanagari
3269,च ोदू,hindi,devanagari
3270,भ ड़वा?,hindi,devanagari
3271,भड‍़ वाा,hindi,devanagari
3272,भड़वा।,hindi,devanagari
3273,भड़व ेे,hindi,devanagari
3274,भड़व े।,hindi,devanagari
3275,भड़ वों,hindi,devanagari
3276,भड‍़वों,hindi,devanagari
3277,भड़वोों,hindi,devanagari
3278,भड‍़वीी?,hindi,devanagari
3279,भड ़वीी,hindi,devanagari
3280,भड़वीी,hindi,devanagari
3281,भड़वाापंती,hindi,devanagari
3282,भड़वा पंती,hindi,devanagari
3283,भ ड़वापंती,hindi,devanagari
3284,च ‍ोदेलाा,hindi,devanagari
3285,च ोदेला,hindi,devanagari
3286,चोोदेल ा,hindi,devanagari
3287,मा रना!,hindi,devanagari
3288,म ाारना।,hindi,devanagari
3289,मा‍र ना,hindi,devanagari
3290,माारनी,hindi,devanagari
3291,म ारने,hindi,devanagari
3292,माार ने।,hindi,devanagari
3293,मा‍रनेे,hindi,devanagari
3294,गांं डफटू!,hindi,devanagari
3295,गांडफटी।,hindi,devanagari
3296,गांंडफ टी।,hindi,devanagari
3297,गाांड फटी,hindi,devanagari
3298,गांड फटा।,hindi,devanagari
3299,गा‍ंडफटा,hindi,devanagari
3300,गा ंडफटा,hindi,devanagari
3301,गांडफटों।,hindi,devanagari
3302,गा‍ंडफट ोों,hindi,devanagari
3303,गा‍ ंडमस्ती,hindi,devanagari
3304,गाांडमस्ती,hindi,devanagari
3305,गांंड मारना,hindi,devanagari
3306,गांड मारन ा।,hindi,devanagari
3307,गांड मारनाा,hindi,devanagari
3308,गांड मारूू,hindi,devanagari
3309,ग ांड मारी?,hindi,devanagari
3310,गांड माारी,hindi,devanagari
3311,गांड मार ी,hindi,devanagari
3312,गा‍ंंड माराना,hindi,devanagari
3313,ग ांड माराना,hindi,devanagari
3314,गांड मारानाा!,hindi,devanagari
3315,झाँ ट,hindi,devanagari
3316,झा‍ाँट,hindi,devanagari
3317,गा‍ांड फटू!,hindi,devanagari
3318,गा‍ंड  फटूू,hindi,devanagari
3319,गा ंंड फटू?,hindi,devanagari
3320,गांड फट ी,hindi,devanagari
3321,ग ‍ांड फटी!,hindi,devanagari
3322,गा‍ा ंड फटी,hindi,devanagari
3323,गांड फ टा,hindi,devanagari
3324,गा‍ंड फटा।,hindi,devanagari
3325,ग ‍ांड फटोों,hindi,devanagari
3326,गांड फटों!,hindi,devanagari
3327,गांड फटो ं,hindi,devanagari
3328,गांड मस्ती।,hindi,devanagari
3329,गांड म स्ती!,hindi,devanagari
3330,गांडमरना।,hindi,devanagari
3331,गांडमरन ाा,hindi,devanagari
3332,गा‍ंडमरना,hindi,devanagari
3333,गा‍ंडमरू?,hindi,devanagari
3334,गांड मरू,hindi,devanagari
3335,गांडमर ाना,hindi,devanagari
3336,गांडमरानाा,hindi,devanagari
3337,गांंडम राना,hindi,devanagari
3338,गांडमाारी!,hindi,devanagari
3339,गाांडमार ी,hindi,devanagari
3340,ग ‍ाांडमारी।,hindi,devanagari
3341,रंडीबााज़ार,hindi,devanagari
3342,रंडीीबाज़ ार,hindi,devanagari
3343,रं‍ डीबाज़ार,hindi,devanagari
3344,चो‍दो!,hindi,devanagari
3345,च ोदोो?,hindi,devanagari
3346,च ोोदी,hindi,devanagari
3347,चो‍ोद ी,hindi,devanagari
3348,चो‍दी,hindi,devanagari
3349,चो‍दने,hindi,devanagari
3350,चोदनेे,hindi,devanagari
3351,चोदवाा,hindi,devanagari
3352,चो दवा,hindi,devanagari
3353,चोद वा,hindi,devanagari
3354,चुु दो,hindi,devanagari
3355,च ुदोो,hindi,devanagari
3356,चु दो,hindi,devanagari
3357,चुदीी,hindi,devanagari
3358,चुद ने!,hindi,devanagari
3359,चुुद ने,hindi,devanagari
3360,चुदव ाा।,hindi,devanagari
3361,चु‍ुदवा,hindi,devanagari
3362,चोोदाई,hindi,devanagari
3363,चो‍दाई,hindi,devanagari
3364,च ोदाई,hindi,devanagari
3365,चुद ा,hindi,devanagari
3366,चुदाा,hindi,devanagari
3367,चु दााई,hindi,devanagari
3368,चु‍दाई,hindi,devanagari
3369,च ुदवानाा।,hindi,devanagari
3370,चुदवााना,hindi,devanagari
3371,च ‍ुदवााना,hindi,devanagari
3372,हरामििया,hindi,devanagari
3373,हरामिि या,hindi,devanagari
3374,हराम ििया,hindi,devanagari
3375,ह रामज़ादा,hindi,devanagari
3376,हरामज़ाद ा,hindi,devanagari
3377,हरामज़ ादा,hindi,devanagari
3378,हर‍ामज़ादी,hindi,devanagari
3379,हराामज ़ादी,hindi,devanagari
3380,हरामज़ादीी।,hindi,devanagari
3381,हराामख़ोर।,hindi,devanagari
3382,हर‍ामख़ोर,hindi,devanagari
3383,हराम ख़ोर,hindi,devanagari
3384,कम‍ीनाा,hindi,devanagari
3385,कमीनीी,hindi,devanagari
3386,कम‍ीन ीी,hindi,devanagari
3387,भोोसड़ ी,hindi,devanagari
3388,भो सड़ी!,hindi,devanagari
3389,भो‍ोसड ़ीके,hindi,devanagari
3390,भ ोसड़ीके,hindi,devanagari
3391,भो‍सड ़ीके,hindi,devanagari
3392,भं‍डवा,hindi,devanagari
3393,भ ंडवा,hindi,devanagari
3394,भंं डवा,hindi,devanagari
3395,भं डी,hindi,devanagari
3396,भंडीी,hindi,devanagari
3397,भ ‍ड़वाा,hindi,devanagari
3398,भड़व ा,hindi,devanagari
3399,भ ड़वी,hindi,devanagari
3400,भड‍़वी,hindi,devanagari
3401,भड‍़व ीी,hindi,devanagari
3402,राांड,hindi,devanagari
3403,र ‍ांड,hindi,devanagari
3404,रा ंड,hindi,devanagari
3405,राा ंडवा,hindi,devanagari
3406,रांंड वा,hindi,devanagari
3407,रांडिबाजा र,hindi,devanagari
3408,रांडिबाजार!,hindi,devanagari
3409,हि‍िजड़ा!,hindi,devanagari
3410,हिजड़ा।,hindi,devanagari
3411,हि‍जरा?,hindi,devanagari
3412,ह ‍िजड़ेे,hindi,devanagari
3413,हििजड़े,hindi,devanagari
3414,हिजड़ेे।,hindi,devanagari
3415,छक ्काा,hindi,devanagari
3416,छक‍्का!,hindi,devanagari
3417,गांं डू,hindi,devanagari
3418,गा‍ंडू,hindi,devanagari
3419,गा ंडू,hindi,devanagari
3420,ग ंडू,hindi,devanagari
3421,गं‍डू,hindi,devanagari
3422,लवड ़ाा,hindi,devanagari
3423,लव‍ड़ाा,hindi,devanagari
3424,ल वड़ा।,hindi,devanagari
3425,लौौड़ ा?,hindi,devanagari
3426,लौड़ाा।,hindi,devanagari
3427,लोड ा,hindi,devanagari
3428,लोडाा,hindi,devanagari
3429,लं‍ं ड,hindi,devanagari
3430,लं‍ड,hindi,devanagari
3431,लं‍डव ा,hindi,devanagari
3432,लंडव ा,hindi,devanagari
3433,लंडवाा,hindi,devanagari
3434,चू त,hindi,devanagari
3435,च ूूत,hindi,devanagari
3436,चू‍तिया,hindi,devanagari
3437,चूतििया,hindi,devanagari
3438,च ूतमाार,hindi,devanagari
3439,च ूतमार,hindi,devanagari
3440,चू‍तिियापा।,hindi,devanagari
3441,चूतियापाा,hindi,devanagari
3442,चू‍तियापा।,hindi,devanagari
